ensemblGeneID	GeneSymbol	p1.shared_all_subcomp.1	p2.shared_all_subcomp.2	p3.shared_all_subcomp.3	p4.shared_all_subcomp.4	p5.shared_all_subcomp.5	p6.shared_all_subcomp.6	p7shared_all_subcomp.7	p8.shared_all_subcomp.8	p9.shared_all_subcomp.9	p10.shared_all_subcomp.10	p11.shared_all_subcomp.11	p12.shared_all_subcomp.12	p13.shared_all_subcomp.13	p14.shared_all_subcomp.14	p15.shared_all_subcomp.15	p16.shared_all_subcomp.16	p17.shared_all_subcomp.17	p18.shared_all_subcomp.18	p19.shared_all_subcomp.19	p20.shared_all_subcomp.20
ENSG00000106392	C1GALT1	0.0235	0.0050	0.0741	0.0827	0.0296	0.0310	0.0410	0.1394	0.1426	0.1927	0.1526	0.0939	0.0939	0.0285	0.0745	0.2961	0.2742	0.1857	0.0679	0.5554
ENSG00000178297	TMPRSS9	0.0235	0.0059	0.0020	0.0003	0.0000	0.0000	0.0135	0.0376	0.0000	0.1775	0.0020	0.0402	0.0000	0.0340	0.0000	0.0000	0.0665	0.0954	0.0038	0.0023
ENSG00000147457	CHMP7	0.0235	0.0974	0.1503	0.0240	0.0174	0.0457	0.0031	0.0915	0.0536	0.0530	0.0483	0.0526	0.0139	0.0661	0.0284	0.0028	0.0450	0.1028	0.0188	0.1069
ENSG00000105556	MIER2	0.0234	0.0067	0.0343	0.0032	0.0149	0.0094	0.0489	0.0017	0.0206	0.1011	0.0213	0.0154	0.0021	0.0174	0.0103	0.0129	0.0253	0.0350	0.0033	0.0057
ENSG00000134910	STT3A	0.0234	0.1776	0.0554	0.0183	0.0013	0.0152	0.0721	0.0505	0.0583	0.1046	0.0131	0.0671	0.0438	0.0769	0.0051	0.0014	0.0260	0.0936	0.0397	0.0952
ENSG00000147475	ERLIN2	0.0234	0.0386	0.0667	0.0368	0.0039	0.0062	0.0023	0.0600	0.0172	0.0495	0.0017	0.0090	0.0258	0.0299	0.0046	0.0000	0.0366	0.0241	0.0018	0.0788
ENSG00000131831	RAI2	0.0234	0.0007	0.0992	0.0573	0.0597	0.0004	0.0031	0.0021	0.0311	0.1544	0.0008	0.0003	0.0000	0.0038	0.1549	0.0254	0.0000	0.1140	0.0004	0.0755
ENSG00000090432	MUL1	0.0234	0.1185	0.0955	0.0029	0.0008	0.0010	0.0065	0.0371	0.0151	0.0564	0.0114	0.0286	0.0282	0.0243	0.0002	0.0231	0.0194	0.0487	0.0016	0.0764
ENSG00000135486	HNRNPA1	0.0234	0.3747	0.2939	0.0384	0.0000	0.0044	0.0138	0.0466	0.0436	0.1447	0.0038	0.4118	0.1142	0.6951	0.0077	0.0000	0.1893	0.1188	0.3765	0.1485
ENSG00000205659	LIN52	0.0234	0.0574	0.0244	0.0169	0.1565	0.0507	0.0501	0.3130	0.1752	0.2723	0.1560	0.0988	0.0596	0.0046	0.0124	0.3688	0.1065	0.2031	0.0005	0.1947
ENSG00000247077	PGAM5	0.0233	0.0528	0.1691	0.0075	0.0024	0.0020	0.0415	0.0021	0.0177	0.0968	0.0051	0.0177	0.0065	0.0273	0.0039	0.0179	0.0015	0.0645	0.0104	0.0429
ENSG00000114378	HYAL1	0.0233	0.0046	0.0010	0.0034	0.0002	0.0140	0.0350	0.0109	0.0150	0.1502	0.0083	0.0212	0.0082	0.0200	0.0020	0.0002	0.0366	0.0593	0.0009	0.0189
ENSG00000159314	ARHGAP27	0.0233	0.0001	0.0330	0.0318	0.0000	0.0000	0.0000	0.1611	0.0132	0.1208	0.0003	0.0113	0.0120	0.0568	0.0000	0.0000	0.0000	0.0913	0.0000	0.0000
ENSG00000132326	PER2	0.0233	0.0372	0.2625	0.0266	0.0079	0.0157	0.1219	0.0008	0.0065	0.1592	0.0440	0.0037	0.0341	0.0122	0.0224	0.1795	0.1381	0.0849	0.0126	0.0011
ENSG00000164081	TEX264	0.0233	0.1916	0.1367	0.0207	0.0144	0.0004	0.0233	0.0008	0.0014	0.0516	0.0023	0.1996	0.0085	0.0156	0.0018	0.0423	0.0055	0.0003	0.0053	0.1402
ENSG00000204291	COL15A1	0.0233	0.0002	0.0006	0.0000	0.0000	0.0000	0.0000	0.0000	0.0036	0.0243	0.0000	0.0096	0.0057	0.0062	0.0000	0.0000	0.0000	0.0241	0.0059	0.0000
ENSG00000141664	ZCCHC2	0.0233	0.2082	0.0574	0.0734	0.1381	0.2847	0.1818	0.2036	0.1443	0.3861	0.1491	0.0428	0.1675	0.0387	0.1257	0.1355	0.1927	0.3246	0.0312	0.2097
ENSG00000077935	SMC1B	0.0233	0.0328	0.0003	0.0093	0.0000	0.0000	0.0010	0.0119	0.0054	0.1464	0.0002	0.0110	0.0107	0.0375	0.0000	0.0000	0.0112	0.0521	0.0346	0.0056
ENSG00000155974	GRIP1	0.0233	0.1737	0.2426	0.2596	1.0467	0.4866	0.0841	0.4682	0.9177	0.1981	0.8425	0.2501	0.7362	0.3077	0.0529	0.4440	0.0941	0.3191	0.0477	0.0442
ENSG00000140525	FANCI	0.0233	0.0065	0.0299	0.0059	0.0000	0.0363	0.0299	0.0591	0.0026	0.1006	0.0103	0.0543	0.0067	0.0229	0.0238	0.0001	0.1640	0.2065	0.0343	0.1091
ENSG00000133739	LRRCC1	0.0233	0.0706	0.0114	0.0038	0.0005	0.0369	0.0071	0.0848	0.0757	0.1580	0.0002	0.0310	0.0814	0.0439	0.0224	0.0001	0.0018	0.0201	0.0059	0.0598
ENSG00000111725	PRKAB1	0.0232	0.0156	0.1242	0.0235	0.0008	0.0041	0.0503	0.0512	0.0013	0.0583	0.0083	0.0415	0.0003	0.0331	0.0715	0.0088	0.0178	0.1447	0.0243	0.1426
ENSG00000132604	TERF2	0.0232	0.2464	0.3756	0.0427	0.0763	0.0261	0.0841	0.0177	0.0236	0.2724	0.0621	0.0869	0.0111	0.0824	0.0020	0.0643	0.0542	0.1872	0.0412	0.0329
ENSG00000105618	PRPF31	0.0232	0.1685	0.0685	0.0138	0.0022	0.0073	0.0344	0.0386	0.0527	0.1354	0.0915	0.0991	0.0237	0.0856	0.0284	0.0813	0.0553	0.0522	0.0337	0.1304
ENSG00000099821	POLRMT	0.0232	0.1503	0.0230	0.0001	0.0000	0.0003	0.0032	0.0008	0.0010	0.2153	0.0000	0.0516	0.0016	0.1828	0.0001	0.0000	0.0560	0.0992	0.0000	0.0520
ENSG00000133116	KL	0.0232	0.0209	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1284	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0255	0.0000	0.0190
ENSG00000127884	ECHS1	0.0232	0.3237	0.2640	0.0009	0.0112	0.0059	0.0279	0.0035	0.0209	0.2792	0.0006	0.3988	0.0425	0.0436	0.0303	0.0375	0.0276	0.0178	0.0277	0.0996
ENSG00000109790	KLHL5	0.0232	0.3187	0.0000	0.0000	0.0054	0.4554	0.0000	0.0000	0.7832	0.0000	0.0000	0.0025	0.7854	0.0000	0.0000	0.0220	0.0000	0.2131	0.0000	0.0000
ENSG00000100221	JOSD1	0.0231	0.0327	0.4044	0.0303	0.0520	0.0665	0.1072	0.0506	0.1421	0.1761	0.0468	0.0076	0.0605	0.0226	0.0509	0.1259	0.0474	0.1493	0.0659	0.1426
ENSG00000159210	SNF8	0.0231	0.1624	0.1056	0.0369	0.0017	0.1293	0.0724	0.1250	0.1438	0.1573	0.0702	0.4207	0.0406	0.0533	0.0588	0.0409	0.1209	0.1919	0.1247	0.1779
ENSG00000071082	RPL31	0.0231	0.3910	0.0291	0.0757	0.0000	0.0108	0.0048	0.0684	0.0090	0.4323	0.0015	0.7153	0.0916	1.2061	0.0366	0.0000	0.1942	0.0667	0.8602	0.3525
ENSG00000196290	NIF3L1	0.0231	0.2127	0.2303	0.0002	0.0005	0.0036	0.0193	0.0123	0.0061	0.0477	0.0120	0.1834	0.0023	0.0193	0.0087	0.0241	0.0484	0.0069	0.0213	0.1335
ENSG00000075188	NUP37	0.0231	0.0394	0.0009	0.0044	0.0137	0.0223	0.0026	0.0610	0.0434	0.0174	0.0024	0.0595	0.0266	0.0129	0.0239	0.0079	0.0709	0.1072	0.0025	0.1781
ENSG00000198908	BHLHB9	0.0231	0.1336	0.2028	0.0417	0.0502	0.0785	0.0990	0.0606	0.1282	0.1854	0.1164	0.0593	0.0593	0.0190	0.0653	0.0773	0.0190	0.3506	0.0196	0.1257
ENSG00000127452	FBXL12	0.0231	0.0024	0.0205	0.0049	0.0333	0.0190	0.0551	0.0687	0.0645	0.1856	0.0281	0.0409	0.0360	0.0427	0.0173	0.1196	0.0963	0.1381	0.0010	0.1672
ENSG00000167685	ZNF444	0.0231	0.0432	0.0533	0.0003	0.0290	0.0088	0.1401	0.0028	0.0449	0.2176	0.0127	0.0114	0.0308	0.0329	0.0055	0.0353	0.0717	0.1185	0.0007	0.0088
ENSG00000163945	UVSSA	0.0231	0.0228	0.0007	0.0094	0.0042	0.0012	0.0482	0.1386	0.0794	0.1175	0.0272	0.0431	0.0250	0.0100	0.0009	0.0038	0.0362	0.0926	0.0017	0.0999
ENSG00000135587	SMPD2	0.0230	0.0010	0.0000	0.0000	0.0000	0.0000	0.0289	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.0132	0.0000	0.0000	0.0435	0.0000	0.0000	0.0743
ENSG00000115307	AUP1	0.0230	0.4822	0.0151	0.0046	0.0000	0.0180	0.0157	0.2390	0.0317	0.0148	0.0010	0.2412	0.1064	0.5239	0.0007	0.0000	0.4841	0.2284	0.2054	0.6582
ENSG00000079387	SENP1	0.0230	0.0373	0.0331	0.0585	0.0257	0.0831	0.0802	0.0851	0.0748	0.1645	0.0497	0.0150	0.0267	0.0426	0.0431	0.0202	0.0775	0.1924	0.0209	0.0821
ENSG00000186416	NKRF	0.0230	0.2308	0.3538	0.0172	0.0455	0.0427	0.0401	0.0377	0.0478	0.0402	0.0460	0.1323	0.0760	0.0166	0.0147	0.1282	0.0133	0.1618	0.0458	0.1991
ENSG00000107104	KANK1	0.0230	0.0032	0.0618	0.1905	0.0086	0.0002	0.0115	0.0599	0.1254	0.2275	0.0735	0.0666	0.0190	0.0263	0.0000	0.0004	0.0221	0.0565	0.0638	0.0000
ENSG00000172456	FGGY	0.0230	0.0238	0.0227	0.0805	0.0162	0.1568	0.0733	0.1584	0.1698	0.4011	0.0424	0.0280	0.0319	0.0083	0.0627	0.0225	0.0877	0.1734	0.0555	0.2904
ENSG00000178996	SNX18	0.0230	0.0069	0.0220	0.0347	0.0594	0.0739	0.0037	0.0000	0.0634	0.0575	0.0002	0.0003	0.0129	0.0001	0.0163	0.0703	0.0007	0.0065	0.0001	0.0443
ENSG00000147488	ST18	0.0229	0.0073	0.0025	0.0042	0.0000	0.0000	0.0017	0.0268	0.0012	0.0997	0.0004	0.0192	0.0085	0.0017	0.0000	0.0000	0.0026	0.0134	0.0179	0.0015
ENSG00000197362	ZNF786	0.0229	0.1245	0.0528	0.0256	0.0480	0.0964	0.1730	0.0487	0.1273	0.3779	0.0870	0.1296	0.0190	0.0749	0.0355	0.0252	0.0606	0.1721	0.0084	0.1079
ENSG00000165240	ATP7A	0.0229	0.0197	0.0433	0.0770	0.0501	0.0171	0.0214	0.1315	0.0845	0.1850	0.0673	0.0461	0.0145	0.0004	0.0208	0.0144	0.0303	0.1361	0.0278	0.0560
ENSG00000204954	C12orf73	0.0229	0.2838	0.0766	0.0036	0.0004	0.0075	0.0022	0.0019	0.0202	0.0061	0.0008	0.1634	0.0453	0.0569	0.0157	0.0010	0.0030	0.0034	0.0153	0.2179
ENSG00000104872	PIH1D1	0.0229	0.2957	0.0385	0.0062	0.0009	0.0180	0.0708	0.0797	0.0135	0.0907	0.0007	0.3532	0.0357	0.1418	0.0082	0.0001	0.1655	0.0205	0.0821	0.2665
ENSG00000100104	SRRD	0.0229	0.0488	0.0646	0.0007	0.0000	0.0001	0.0121	0.0000	0.0051	0.0059	0.0001	0.1785	0.0046	0.0285	0.0009	0.0010	0.0332	0.0002	0.0259	0.1726
ENSG00000126062	TMEM115	0.0228	0.1214	0.1139	0.0000	0.0007	0.0000	0.0011	0.0000	0.0029	0.0004	0.0007	0.0226	0.0107	0.0220	0.0047	0.0184	0.0000	0.0143	0.0001	0.0153
ENSG00000162144	CYB561A3	0.0228	0.0592	0.0075	0.0195	0.0099	0.0029	0.0198	0.0145	0.0229	0.0499	0.0001	0.0197	0.0237	0.0053	0.0042	0.0094	0.0098	0.0854	0.0142	0.1003
ENSG00000185340	GAS2L1	0.0228	0.0158	0.1675	0.0000	0.0427	0.0010	0.0599	0.0009	0.0182	0.1050	0.0191	0.0562	0.0350	0.0379	0.0138	0.1466	0.0068	0.1906	0.0001	0.0730
ENSG00000103037	SETD6	0.0228	0.0063	0.0432	0.0470	0.0098	0.0571	0.0712	0.0027	0.0520	0.0090	0.0083	0.0297	0.0685	0.0363	0.0264	0.0629	0.0244	0.0903	0.0186	0.2058
ENSG00000107937	GTPBP4	0.0228	0.1198	0.1484	0.0021	0.0161	0.0206	0.0895	0.0406	0.0347	0.0792	0.0374	0.2049	0.0011	0.0184	0.0012	0.0288	0.0308	0.1031	0.0182	0.1857
ENSG00000197980	LEKR1	0.0228	0.0146	0.0093	0.0437	0.0046	0.0159	0.0391	0.0689	0.0458	0.1020	0.0060	0.0091	0.0397	0.0020	0.0013	0.0246	0.0425	0.0256	0.0111	0.1038
ENSG00000270379	HEATR9	0.0228	0.0038	0.0000	0.0000	0.0000	0.0000	0.0604	0.0000	0.0002	0.0985	0.0000	0.0004	0.0101	0.0015	0.0000	0.0000	0.0166	0.0466	0.0000	0.0163
ENSG00000162222	TTC9C	0.0228	0.1635	0.0468	0.0234	0.0575	0.0086	0.0531	0.1143	0.0346	0.1199	0.0398	0.3777	0.0077	0.0358	0.0413	0.0581	0.1335	0.2853	0.0156	0.3261
ENSG00000183741	CBX6	0.0228	0.0863	0.5439	0.0182	0.0921	0.0823	0.1564	0.0013	0.0300	0.2717	0.0744	0.0053	0.0895	0.0634	0.0945	0.0970	0.0475	0.1021	0.0342	0.0010
ENSG00000125485	DDX31	0.0227	0.0048	0.0008	0.0166	0.0188	0.0158	0.0450	0.1137	0.0965	0.1257	0.0449	0.0274	0.0235	0.0726	0.0050	0.0253	0.0479	0.1717	0.0011	0.0931
ENSG00000129472	RAB2B	0.0227	0.0616	0.1037	0.0247	0.0531	0.0139	0.0725	0.0965	0.0624	0.0764	0.0035	0.0765	0.0366	0.0597	0.0399	0.0131	0.1076	0.2423	0.0553	0.3470
ENSG00000147955	SIGMAR1	0.0227	0.2728	0.0866	0.0059	0.0001	0.0023	0.0488	0.0385	0.0119	0.0293	0.0014	0.0725	0.0252	0.0410	0.0112	0.0000	0.0460	0.0487	0.0218	0.1581
ENSG00000165695	AK8	0.0227	0.0236	0.0035	0.0118	0.0006	0.0085	0.0473	0.0872	0.0000	0.2572	0.0054	0.0466	0.0000	0.0668	0.0041	0.0002	0.0533	0.0180	0.0673	0.0008
ENSG00000112305	SMAP1	0.0227	0.2357	0.1625	0.2738	0.4462	0.1734	0.1176	0.3952	0.3890	0.4553	0.4720	0.2545	0.3139	0.2489	0.1219	0.3024	0.0481	0.1946	0.2297	0.5659
ENSG00000172247	C1QTNF4	0.0227	0.4769	0.3169	0.0205	0.0668	0.0000	0.0018	0.0000	0.0000	0.0000	0.0075	0.2037	0.0466	0.1761	0.0361	0.0791	0.0003	0.0000	0.0449	0.0002
ENSG00000149798	CDC42EP2	0.0227	0.0199	0.0240	0.0007	0.0000	0.0000	0.0000	0.0001	0.0006	0.0508	0.0000	0.0153	0.0012	0.0144	0.0000	0.0000	0.0009	0.0176	0.0033	0.0009
ENSG00000132581	SDF2	0.0227	0.3498	0.1383	0.0389	0.0208	0.0033	0.0308	0.0178	0.0448	0.0581	0.0042	0.2935	0.0477	0.0350	0.0134	0.0551	0.0058	0.0438	0.0180	0.1186
ENSG00000272047	GTF2H5	0.0226	0.2852	0.1491	0.0237	0.0199	0.0261	0.0363	0.0834	0.0790	0.0798	0.0122	0.3897	0.1182	0.0948	0.0259	0.0339	0.0643	0.0689	0.0092	0.2822
ENSG00000089876	DHX32	0.0226	0.0295	0.0335	0.0370	0.0724	0.0293	0.0832	0.2530	0.0770	0.1635	0.0836	0.0798	0.0622	0.0389	0.0296	0.0810	0.0510	0.1894	0.0000	0.1997
ENSG00000203485	INF2	0.0226	0.1834	0.0905	0.0000	0.0305	0.1256	0.0431	0.0000	0.1722	0.2010	0.0005	0.0260	0.0114	0.0128	0.0621	0.0222	0.1508	0.2731	0.0058	0.0196
ENSG00000112078	KCTD20	0.0226	0.0792	0.2635	0.0314	0.0821	0.0527	0.0132	0.0423	0.0801	0.3066	0.1449	0.0896	0.0057	0.0355	0.0272	0.1303	0.0592	0.2579	0.0034	0.0940
ENSG00000013275	PSMC4	0.0226	0.2726	0.2444	0.0177	0.0011	0.0075	0.0253	0.0557	0.0575	0.1169	0.0197	0.3368	0.0114	0.0360	0.0001	0.0026	0.0126	0.0187	0.0083	0.2055
ENSG00000113460	BRIX1	0.0226	0.1808	0.1681	0.0044	0.0031	0.0173	0.0960	0.1043	0.0256	0.0587	0.0243	0.2584	0.0110	0.0577	0.0333	0.0019	0.1357	0.0606	0.1218	0.3393
ENSG00000178125	PPP1R42	0.0226	0.0007	0.0018	0.0268	0.0000	0.0008	0.0334	0.0668	0.0001	0.1619	0.0000	0.0410	0.0000	0.1004	0.0012	0.0000	0.0630	0.0069	0.0067	0.0715
ENSG00000170873	MTSS1	0.0225	0.2498	0.0443	0.0415	0.0486	0.3242	0.0005	0.1544	0.2138	0.3702	0.0064	0.1470	0.3117	0.0051	0.0001	0.2769	0.0003	0.2454	0.0034	0.1200
ENSG00000184207	PGP	0.0225	0.1772	0.1998	0.0115	0.2115	0.0646	0.1660	0.0808	0.1066	0.0818	0.1798	0.4388	0.0685	0.0493	0.0238	0.1588	0.1286	0.0222	0.0060	0.2071
ENSG00000131043	AAR2	0.0225	0.0755	0.0812	0.0036	0.0042	0.0093	0.0612	0.0507	0.0374	0.0850	0.0083	0.0130	0.0243	0.0213	0.0009	0.0157	0.0170	0.0567	0.0195	0.0835
ENSG00000119203	CPSF3	0.0225	0.0817	0.0913	0.0154	0.0178	0.0710	0.0183	0.0613	0.0419	0.1953	0.0143	0.1538	0.0203	0.0401	0.0147	0.0216	0.0522	0.1270	0.0100	0.1282
ENSG00000156398	SFXN2	0.0225	0.0109	0.0000	0.0001	0.0084	0.0065	0.0099	0.0311	0.0460	0.1043	0.0017	0.0002	0.0376	0.0010	0.0008	0.0324	0.0463	0.0493	0.0000	0.0628
ENSG00000119616	FCF1	0.0225	0.2316	0.0111	0.0167	0.0001	0.0422	0.0192	0.1716	0.0903	0.0488	0.0384	0.2923	0.0315	0.0244	0.0012	0.0000	0.1645	0.1057	0.1346	0.4251
ENSG00000147144	CCDC120	0.0225	0.0318	0.0185	0.0076	0.0004	0.0151	0.0335	0.0383	0.0470	0.1279	0.0180	0.0061	0.0181	0.0055	0.0027	0.0004	0.0212	0.0620	0.0266	0.0705
ENSG00000119720	NRDE2	0.0224	0.3287	0.0187	0.0064	0.0000	0.0227	0.0131	0.2086	0.0272	0.3484	0.0008	0.3709	0.0205	0.4477	0.0002	0.0000	0.3144	0.1994	0.2588	0.1390
ENSG00000139151	PLCZ1	0.0224	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0065	0.0000	0.0000	0.0062	0.0000	0.0000	0.0000	0.0266	0.0028	0.0000	0.0142
ENSG00000006194	ZNF263	0.0224	0.1113	0.0834	0.0221	0.0050	0.0194	0.0485	0.0201	0.0299	0.1220	0.0057	0.0109	0.0263	0.0306	0.0113	0.0282	0.0405	0.0907	0.0195	0.0981
ENSG00000140022	STON2	0.0224	0.0106	0.0008	0.0089	0.0000	0.0000	0.0068	0.0076	0.0000	0.1063	0.0000	0.0032	0.0006	0.0121	0.0000	0.0000	0.0059	0.0001	0.0123	0.0098
ENSG00000085465	OVGP1	0.0224	0.0277	0.0031	0.0000	0.0002	0.0073	0.1140	0.1613	0.0739	0.0587	0.0147	0.0087	0.0831	0.0304	0.0037	0.0003	0.0588	0.2354	0.0848	0.1729
ENSG00000127837	AAMP	0.0224	0.3314	0.2274	0.0377	0.0093	0.0057	0.0528	0.0363	0.0182	0.0844	0.0333	0.1949	0.0613	0.0709	0.0009	0.0162	0.0652	0.0082	0.0467	0.1565
ENSG00000073670	ADAM11	0.0223	0.2170	0.1235	0.0219	0.0893	0.2527	0.2842	0.1385	0.4286	0.3558	0.0972	0.0475	0.2211	0.1611	0.0694	0.0513	0.2215	0.4993	0.1019	0.0075
ENSG00000141034	GID4	0.0223	0.0235	0.1073	0.0036	0.0123	0.0107	0.0372	0.0112	0.0236	0.1398	0.0027	0.0138	0.0204	0.0154	0.0019	0.0566	0.0330	0.1079	0.0016	0.0673
ENSG00000005194	CIAPIN1	0.0223	0.1549	0.2367	0.0197	0.0161	0.0083	0.1005	0.0740	0.0481	0.1281	0.0259	0.2022	0.0271	0.0231	0.0007	0.0915	0.0149	0.1770	0.0024	0.1923
ENSG00000226479	TMEM185B	0.0223	0.0548	0.0393	0.0001	0.0001	0.0000	0.0003	0.0025	0.0074	0.0006	0.0000	0.0022	0.0139	0.0012	0.0000	0.0119	0.0003	0.0303	0.0000	0.0515
ENSG00000158796	DEDD	0.0223	0.1009	0.0929	0.0183	0.0000	0.0033	0.0073	0.0226	0.0112	0.0710	0.0040	0.0828	0.0224	0.0572	0.0144	0.0055	0.0121	0.0608	0.0160	0.0935
ENSG00000100106	TRIOBP	0.0223	0.0005	0.0022	0.0330	0.0000	0.0000	0.0194	0.0636	0.0084	0.2290	0.0240	0.0274	0.0456	0.0344	0.0000	0.0000	0.0564	0.0017	0.0000	0.0000
ENSG00000255302	EID1	0.0223	0.5293	0.6618	0.0980	0.1175	0.0428	0.0182	0.0489	0.0362	0.0038	0.0338	0.7362	0.1685	0.1384	0.0489	0.0978	0.1184	0.0758	0.3499	0.3990
ENSG00000106803	SEC61B	0.0223	0.1912	0.2355	0.0165	0.0536	0.0044	0.0351	0.0117	0.0136	0.0002	0.0734	0.5664	0.0232	0.1139	0.0185	0.0804	0.0447	0.0001	0.0568	0.2436
ENSG00000170364	SETMAR	0.0222	0.0711	0.0587	0.0000	0.0094	0.0005	0.0046	0.0153	0.0116	0.0003	0.0001	0.0979	0.0095	0.0034	0.0002	0.0760	0.0191	0.0272	0.0002	0.1091
ENSG00000111641	NOP2	0.0222	0.0547	0.0451	0.0052	0.0041	0.0032	0.0730	0.0836	0.0562	0.1048	0.0556	0.0850	0.0040	0.0372	0.0027	0.0198	0.0604	0.1402	0.0082	0.1536
ENSG00000141424	SLC39A6	0.0222	0.2754	0.1904	0.0327	0.0045	0.0546	0.0112	0.1571	0.0118	0.0309	0.0074	0.0589	0.1203	0.0181	0.0034	0.0535	0.0168	0.0769	0.0431	0.1778
ENSG00000112218	GPR63	0.0222	0.0668	0.0624	0.1709	0.0091	0.2051	0.0302	0.0472	0.0072	0.2124	0.0006	0.0520	0.0000	0.1545	0.2523	0.3219	0.0051	0.2188	0.1529	0.5860
ENSG00000101421	CHMP4B	0.0222	0.1039	0.4503	0.0012	0.0267	0.0050	0.0191	0.0007	0.0268	0.1776	0.0064	0.0194	0.0322	0.0595	0.1368	0.1194	0.0244	0.2138	0.0245	0.0026
ENSG00000129933	MAU2	0.0222	0.0988	0.0298	0.0760	0.0155	0.1142	0.2329	0.1306	0.1569	0.4012	0.0300	0.0054	0.1352	0.1893	0.0962	0.0354	0.1320	0.1765	0.0906	0.0432
ENSG00000181038	METTL23	0.0222	0.0631	0.0533	0.0105	0.0037	0.0003	0.0010	0.0077	0.0216	0.0797	0.0026	0.0881	0.0097	0.0178	0.0112	0.0238	0.0235	0.0100	0.0226	0.0608
ENSG00000204560	DHX16	0.0222	0.0414	0.0977	0.0007	0.0001	0.0044	0.0096	0.0381	0.0383	0.1140	0.0139	0.0747	0.0041	0.0747	0.0032	0.0000	0.0339	0.0906	0.0073	0.0841
ENSG00000149488	TMC2	0.0222	0.0007	0.0000	0.0043	0.0035	0.0001	0.0584	0.0003	0.0004	0.1291	0.0000	0.0000	0.0152	0.0000	0.0001	0.0052	0.0403	0.0002	0.0002	0.0347
ENSG00000186352	ANKRD37	0.0222	0.1128	0.0549	0.0059	0.0225	0.0000	0.0044	0.0031	0.0136	0.0000	0.0014	0.1316	0.0340	0.0138	0.0000	0.0746	0.0502	0.0001	0.0307	0.1734
ENSG00000188729	OSTN	0.0221	0.0144	0.0069	0.0122	0.0000	0.0003	0.0000	0.0091	0.0089	0.0339	0.0000	0.0132	0.0145	0.0001	0.0000	0.0000	0.0067	0.0188	0.0192	0.0101
ENSG00000175602	CCDC85B	0.0221	0.3659	0.3110	0.0251	0.1913	0.0299	0.0194	0.0012	0.0001	0.0001	0.0472	0.7033	0.0477	0.1035	0.0415	0.2266	0.0465	0.0008	0.0633	0.2709
ENSG00000158352	SHROOM4	0.0221	0.0000	0.0028	0.0046	0.0000	0.0001	0.0000	0.0083	0.0018	0.0814	0.0000	0.0046	0.0053	0.0005	0.0000	0.0000	0.0159	0.0174	0.0100	0.0132
ENSG00000211448	DIO2	0.0221	0.0000	0.0000	0.0043	0.0030	0.0000	0.0001	0.0000	0.0034	0.0005	0.0000	0.0000	0.0051	0.0000	0.0000	0.0057	0.0000	0.0000	0.0000	0.0214
ENSG00000162714	ZNF496	0.0221	0.1682	0.0317	0.0022	0.0009	0.0559	0.1278	0.1535	0.0614	0.2582	0.0248	0.0851	0.0448	0.1710	0.0212	0.0000	0.1270	0.3490	0.0252	0.0591
ENSG00000163877	SNIP1	0.0221	0.0184	0.1033	0.0010	0.0228	0.0021	0.0489	0.0249	0.0167	0.0499	0.0061	0.0236	0.0039	0.0251	0.0111	0.0311	0.0396	0.0735	0.0018	0.0646
ENSG00000107554	DNMBP	0.0221	0.0031	0.0118	0.0472	0.0554	0.0049	0.0841	0.1118	0.0148	0.2443	0.0480	0.0899	0.0001	0.0183	0.0001	0.1006	0.0493	0.2195	0.0009	0.0372
ENSG00000187049	TMEM216	0.0220	0.1178	0.0067	0.0012	0.0000	0.0113	0.0183	0.0512	0.0140	0.0614	0.0005	0.0183	0.0251	0.0650	0.0007	0.0000	0.0555	0.0812	0.0651	0.0615
ENSG00000120942	UBIAD1	0.0220	0.0046	0.0490	0.0023	0.0054	0.0008	0.0158	0.0394	0.0312	0.1044	0.0174	0.0197	0.0108	0.0046	0.0031	0.0116	0.0330	0.0150	0.0027	0.0374
ENSG00000111640	GAPDH	0.0220	0.7645	0.6410	0.4765	0.4914	0.0260	0.0004	0.0671	0.0020	0.0000	0.0974	1.0779	0.4062	0.4266	0.1747	0.3129	0.0102	0.0025	0.5999	0.3449
ENSG00000144034	TPRKB	0.0220	0.1617	0.0893	0.0160	0.0001	0.0333	0.0341	0.0721	0.0740	0.1103	0.0080	0.1714	0.0130	0.1578	0.0047	0.0001	0.0640	0.1130	0.0750	0.1979
ENSG00000117533	VAMP4	0.0220	0.1040	0.3395	0.0149	0.0249	0.0648	0.1215	0.0475	0.0600	0.0012	0.0760	0.1321	0.0717	0.1775	0.0695	0.0704	0.0966	0.2027	0.0610	0.3063
ENSG00000162191	UBXN1	0.0220	0.1185	0.0821	0.0184	0.0376	0.0178	0.0185	0.0537	0.0223	0.0551	0.0150	0.2541	0.0307	0.1527	0.0148	0.0074	0.0319	0.0646	0.0531	0.1759
ENSG00000077348	EXOSC5	0.0219	0.1433	0.1238	0.0001	0.0031	0.0008	0.0489	0.0002	0.0311	0.0436	0.0058	0.1674	0.0037	0.0061	0.0008	0.0151	0.0276	0.0012	0.0003	0.0678
